Comments,Surrounding Code Context,Class
"/*send reply on stdout, just proving we are alive*/","-10.        4-digit hexadecimal data length + LF [if the command takes data]
-9.        data                       [the data being as long as set above]
-8.        Commands:
-7.        DATA - plain pass-through data
-6.     */
-5.     if(!read_stdin(buffe",Not Useful
/*just die*/,"-10.          Replies to PORT with ""IPv[num]/[port]"" */
-9.       msnprintf((char *)buffer, sizeof(buffer), ""%s/%hu\n"", ipv_inuse, port);
-8.       buffer_len = (ssize_t)strlen((char *)buffer);
-7.       msnprintf(data, sizeof(data), ""PORT\n%04zx\n"", buff",Not Useful
/*store the new socket*/,"-10.       curl_socket_t newfd = accept(sockfd, NULL, NULL);
-9.       if(CURL_SOCKET_BAD == newfd) {
-8.         error = SOCKERRNO;
-7.         logmsg(""accept(%d, NULL, NULL) failed with error: (%d) %s"",
-6.                sockfd, error, strerror(error))",Not Useful
/*we have connected*/,"-10.       if(CURL_SOCKET_BAD == newfd) {
-9.         error = SOCKERRNO;
-8.         logmsg(""accept(%d, NULL, NULL) failed with error: (%d) %s"",
-7.                sockfd, error, strerror(error));
-6.       }
-5.       else {
-4.         logmsg(""====> Cli",Not Useful
"/*read from socket, pass on data to stdout*/","-3.       }
-2.       return TRUE;
-1.     }

/*read from socket, pass on data to stdout*/

1.     nread_socket = sread(sockfd, buffer, sizeof(buffer));
2.     if(nread_socket > 0) {
3.       msnprintf(data, sizeof(data), ""DATA\n%04zx\n"", nread_socket);
4",Not Useful
/*double the sleep for next attempt*/,"-10.                  error, strerror(error));
-9.           sclose(sock);
-8.           return CURL_SOCKET_BAD;
-7.         }
-6.         if(got_exit_signal) {
-5.           logmsg(""signalled to die, exiting..."");
-4.           sclose(sock);
-3.         ",Not Useful
/*ENABLE_IPV6*/,"-8. #endif
-7. #define DEFAULT_PORT 8999
-6. #ifndef DEFAULT_LOGFILE
-5. #define DEFAULT_LOGFILE ""log/sockfilt.log""
-4. #endif
-3. const char *serverlogfile = DEFAULT_LOGFILE;
-2. static bool verbose = FALSE;
-1. static bool bind_only = FALSE;
#ifdef ENAB",Not Useful
/*start accepting connections*/,"-4.   if(bind_only) {
-3.     logmsg(""instructed to bind port without listening"");
-2.     return sock;
-1.   }

/*start accepting connections*/

1.   rc = listen(sock, 5);
2.   if(0 != rc) {
3.     error = SOCKERRNO;
4.     logmsg(""listen(%d, 5) failed w",Not Useful
/*default*/,"-10.       width += 2;
-9.       optr += 2;
-8.       left -= 2;
-7.       break;
-6.     case '\r':
-5.       msnprintf(optr, left, ""\\r"");
-4.       width += 2;
-3.       optr += 2;
-2.       left -= 2;
-1.       break;
    default:

/*default*/

1.    ",Not Useful
/*ENABLE_IPV6*/,"-8. #endif
-7. #define DEFAULT_PORT 8999
-6. #ifndef DEFAULT_LOGFILE
-5. #define DEFAULT_LOGFILE ""log/sockfilt.log""
-4. #endif
-3. const char *serverlogfile = DEFAULT_LOGFILE;
-2. static bool verbose = FALSE;
-1. static bool bind_only = FALSE;
#ifdef ENAB",Not Useful
/*errno.h value*/,"-3. #include ""memdebug.h""
-2. #ifdef USE_WINSOCK
-1. #undef  EINTR

/*errno.h value*/

1. #undef  EAGAIN",Not Useful
/*errno.h value*/,"-3. #include ""memdebug.h""
-2. #ifdef USE_WINSOCK
-1. #undef  EINTR

/*errno.h value*/

1. #undef  EAGAIN",Not Useful
/*errno.h value*/,"-3. #include ""memdebug.h""
-2. #ifdef USE_WINSOCK
-1. #undef  EINTR

/*errno.h value*/

1. #undef  EAGAIN",Not Useful
/*previous test number we served*/,"-10.   , socket_domain_inet6 = AF_INET6
-9. #endif
-8. #ifdef USE_UNIX_SOCKETS
-7.   , socket_domain_unix = AF_UNIX
-6. #endif
-5. } socket_domain = AF_INET;
-4. static bool use_gopher = FALSE;
-3. static int serverlogslocked = 0;
-2. static bool is_proxy",Not Useful
/*previous part number we served*/,"-10. #endif
-9. #ifdef USE_UNIX_SOCKETS
-8.   , socket_domain_unix = AF_UNIX
-7. #endif
-6. } socket_domain = AF_INET;
-5. static bool use_gopher = FALSE;
-4. static int serverlogslocked = 0;
-3. static bool is_proxy = FALSE;
-2. #define REQBUFSIZ (2*1024",Not Useful
/*buffer area for the incoming request*/,"-1. struct httprequest {

/*buffer area for the incoming request*/

111",Not Useful
/*if a CONNECT*/,"-2. struct httprequest {

/*if a CONNECT*/

111",Not Useful
/*the port number CONNECT used*/,"-3. struct httprequest {

/*the port number CONNECT used*/

111",Not Useful
/*where to start checking of the request*/,"-4. struct httprequest {

/*where to start checking of the request*/

111",Not Useful
/*size of the incoming request*/,"-5. struct httprequest {

/*size of the incoming request*/

111",Not Useful
/*test number found in the request*/,"-6. struct httprequest {

/*test number found in the request*/

111",Not Useful
/*part number found in the request*/,"-7. struct httprequest {

/*part number found in the request*/

111",Not Useful
/*Authorization header present in the incoming request*/,"-10.   char reqbuf[REQBUFSIZ]; /* buffer area for the incoming request */
-9.   bool connect_request; /* if a CONNECT */
-8.   unsigned short connect_port; /* the port number CONNECT used */
-7.   size_t checkindex; /* where to start checking of the reque",Not Useful
/*Content-Length of the incoming request*/,"-10.   bool connect_request; /* if a CONNECT */
-9.   unsigned short connect_port; /* the port number CONNECT used */
-8.   size_t checkindex; /* where to start checking of the request */
-7.   size_t offset;     /* size of the incoming request */
-6.   l",Not Useful
/*Authorization digest header found*/,"-10.   unsigned short connect_port; /* the port number CONNECT used */
-9.   size_t checkindex; /* where to start checking of the request */
-8.   size_t offset;     /* size of the incoming request */
-7.   long testno;       /* test number found in the r",Not Useful
/*Authorization ntlm header found*/,"-10.   size_t checkindex; /* where to start checking of the request */
-9.   size_t offset;     /* size of the incoming request */
-8.   long testno;       /* test number found in the request */
-7.   long partno;       /* part number found in the request",Not Useful
"/*if non-zero, delay this number of seconds between
                     writes in the response*/","-10.   size_t offset;     /* size of the incoming request */
-9.   long testno;       /* test number found in the request */
-8.   long partno;       /* part number found in the request */
-7.   bool open;      /* keep connection open info, as found in th",Not Useful
"/*if non-zero, the server is instructed to not read this
                     many bytes from a PUT/POST request. Ie the client sends N
                     bytes said in Content-Length, but the server only reads N
                     - skip bytes.*/","-10.   long partno;       /* part number found in the request */
-9.   bool open;      /* keep connection open info, as found in the request */
-8.   bool auth_req;  /* authentication required, don't wait for body unless
-7.                      there's a",Not Useful
"/*doing a special command, see defines above*/","-10.   bool auth;      /* Authorization header present in the incoming request */
-9.   size_t cl;      /* Content-Length of the incoming request */
-8.   bool digest;    /* Authorization digest header found */
-7.   bool ntlm;      /* Authorization ntlm ",Not Useful
/*times ProcessRequest() gets called*/,"-10.   bool digest;    /* Authorization digest header found */
-9.   bool ntlm;      /* Authorization ntlm header found */
-8.   int writedelay; /* if non-zero, delay this number of seconds between
-7.                      writes in the response */
-6.   ",Not Useful
/*upgrade request found and allowed*/,"-10.                      many bytes from a PUT/POST request. Ie the client sends N
-9.                      bytes said in Content-Length, but the server only reads N
-8.                      - skip bytes. */

/*upgrade request found and allowed*/

111",Not Useful
"/*similar to swsclose in response: close connection after
                     response is sent*/","-10.                      bytes said in Content-Length, but the server only reads N
-9.                      - skip bytes. */

/*similar to swsclose in response: close connection after
                     response is sent*/

1.   int done_processing;
2. ",Not Useful
/*very-big-path support*/,"-2. #define DEFAULT_CMDFILE ""log/ftpserver.cmd""
-1. const char *cmdfile = DEFAULT_CMDFILE;

/*very-big-path support*/

1. #define MAXDOCNAMELEN 140000
2. #define MAXDOCNAMELEN_TXT ""139999""
3. #define REQUEST_KEYWORD_SIZE 256
4. #define REQUEST_KEYWORD_SIZ",Not Useful
/*close connection*/,"-10.                      bytes said in Content-Length, but the server only reads N
-9.                      - skip bytes. */

/*close connection*/

1.                      response is sent */
2.   int done_processing;
3. };
4. #define MAX_SOCKETS 1024
5.",Not Useful
"/*IETF//DTD HTML 2.0//EN\"">\n""*/","-5. static const char *doc404 = ""HTTP/1.1 404 Not Found\r\n""
-4.     ""Server: "" SWSVERSION ""\r\n""
-3.     ""Connection: close\r\n""
-2.     ""Content-Type: text/html""
-1.     END_OF_HEADERS

/*IETF//DTD HTML 2.0//EN\"">\n""*/

1.     ""<HTML><HEAD>\n""
2.     ""<",Not Useful
/*returns true if the current socket is an IP one*/,"-1. static int already_recv_zeroed_chunk = FALSE;

/*returns true if the current socket is an IP one*/

1. static bool socket_domain_is_ip(void)
2. {
3.   switch(socket_domain) {
4.   case AF_INET:
5. #ifdef ENABLE_IPV6
6.   case AF_INET6:
7. #endif
8.   ",Not Useful
/*case AF_UNIX:*/,"-9. static bool socket_domain_is_ip(void)
-8. {
-7.   switch(socket_domain) {
-6.   case AF_INET:
-5. #ifdef ENABLE_IPV6
-4.   case AF_INET6:
-3. #endif
-2.     return true;
-1.   default:

/*case AF_UNIX:*/

1.     return false;
2.   }
3. }",Not Useful
"/*based on the testno, parse the correct server commands*/","-10.     while(fgets(buf, sizeof(buf), f)) {
-9.       if(1 == sscanf(buf, ""Testnum %d"", &testnum)) {
-8.         logmsg(""[%s] cmdfile says testnum %d"", cmdfile, testnum);
-7.         req->testno = testnum;
-6.       }
-5.     }
-4.     fclose(f);
-3.   }",Not Useful
/*closes connection*/,"-10. {
-9.   FILE *stream;
-8.   int error;
-7.   stream = test2fopen(req->testno);
-6.   req->close = FALSE;
-5.   req->connmon = FALSE;
-4.   if(!stream) {
-3.     error = errno;
-2.     logmsg(""fopen() failed with error: %d %s"", error, strerror(error))",Not Useful
/*closes connection*/,"-10. {
-9.   FILE *stream;
-8.   int error;
-7.   stream = test2fopen(req->testno);
-6.   req->close = FALSE;
-5.   req->connmon = FALSE;
-4.   if(!stream) {
-3.     error = errno;
-2.     logmsg(""fopen() failed with error: %d %s"", error, strerror(error))",Not Useful
/*try to deal with CRLF or just LF*/,"-10.         logmsg(""instructed to reject Expect: 100-continue"");
-9.         req->noexpect = TRUE;
-8.       }
-7.       else if(1 == sscanf(cmd, ""writedelay: %d"", &num)) {
-6.         logmsg(""instructed to delay %d secs between packets"", num);
-5.      ",Not Useful
/*get to the letter following the newline*/,"-4.       check = strchr(cmd, '\r');
-3.       if(!check)
-2.         check = strchr(cmd, '\n');
-1.       if(check) {

/*get to the letter following the newline*/

1.         while((*check == '\r') || (*check == '\n'))
2.           check++;
3.         if",Not Useful
"/*if we reached a zero, get out*/","-3.         while((*check == '\r') || (*check == '\n'))
-2.           check++;
-1.         if(!*check)

/*if we reached a zero, get out*/

1.           break;
2.         cmd = check;
3.       }
4.       else
5.         break;
6.     }
7.     free(orgcmd);",Not Useful
/*find the last slash*/,"-10.   }
-9.   else if((req->testno == DOCNUMBER_NOTHING) &&
-8.      sscanf(line,
-7.             ""%"" REQUEST_KEYWORD_SIZE_TXT""s %"" MAXDOCNAMELEN_TXT ""s HTTP/%d.%d"",
-6.             request,
-5.             doc,
-4.             &prot_major,
-3.          ",Not Useful
/*get the number after it*/,"-1.     ptr = strrchr(doc, '/');

/*get the number after it*/

1.     if(ptr) {
2.       if((strlen(doc) + strlen(request)) < 400)
3.         msnprintf(logbuf, sizeof(logbuf), ""Got request: %s %s HTTP/%d.%d"",
4.                   request, doc, prot_major,",Not Useful
/*skip the slash*/,"-1.       }

/*skip the slash*/

111",Not Useful
/*find the last dot*/,"-10.             req->connect_port = curlx_ultous(ulnum);
-9.         }
-8.         logmsg(""Port number: %d, test case number: %ld"",
-7.                req->connect_port, req->testno);
-6.       }
-5.     }
-4.     if(req->testno == DOCNUMBER_NOTHING) {

",Not Useful
/*skip the dot*/,"-2.       if(ptr) {
-1.         long num;

/*skip the dot*/

1.         num = strtol(ptr, &ptr, 10);
2.         if(num) {
3.           req->testno = num;
4.           if(req->testno > 10000) {
5.             req->partno = req->testno % 10000;
6.          ",Not Useful
/*not complete yet*/,"
    logmsg(""request not complete yet"");



/*not complete yet*/

111",Not Useful
/*find the last slash in the line*/,"-1.     char *ptr;

/*find the last slash in the line*/

1.     ptr = strrchr(line, '/');
2.     if(ptr) {",Not Useful
/*skip the slash*/,"-1.       }

/*skip the slash*/

111",Not Useful
/*closes connection*/,"-10. {
-9.   FILE *stream;
-8.   int error;
-7.   stream = test2fopen(req->testno);
-6.   req->close = FALSE;
-5.   req->connmon = FALSE;
-4.   if(!stream) {
-3.     error = errno;
-2.     logmsg(""fopen() failed with error: %d %s"", error, strerror(error))",Not Useful
/*header found*/,"-10.   unsigned short connect_port; /* the port number CONNECT used */
-9.   size_t checkindex; /* where to start checking of the request */
-8.   size_t offset;     /* size of the incoming request */
-7.   long testno;       /* test number found in the r",Not Useful
/*NTLM found*/,"-1.     req->partno += 1002;

/*NTLM found*/

1.     logmsg(""Received NTLM type-3, sending back data %ld"", req->partno);
2.     if(req->cl) {
3.       logmsg(""  Expecting %zu POSTed bytes"", req->cl);
4.     }
5.   }
6.   else if(!req->ntlm &&
7.          ",Not Useful
/*NTLM found*/,"-1.     req->partno += 1002;

/*NTLM found*/

1.     logmsg(""Received NTLM type-3, sending back data %ld"", req->partno);
2.     if(req->cl) {
3.       logmsg(""  Expecting %zu POSTed bytes"", req->cl);
4.     }
5.   }
6.   else if(!req->ntlm &&
7.          ",Not Useful
/*we allow upgrade and there was one!*/,"-2.   }
-1.   if(req->upgrade && strstr(req->reqbuf, ""Upgrade:"")) {

/*we allow upgrade and there was one!*/

1.     logmsg(""Found Upgrade: in request and allows it"");
2.     req->upgrade_request = TRUE;
3.   }
4.   if(req->cl > 0) {
5.     if(req->cl <= ",Not Useful
/*continue with business as usual*/,"-10.   bool persistent = TRUE;
-9.   bool sendfailure = FALSE;
-8.   size_t responsesize;
-7.   int error = 0;
-6.   int res;
-5.   const char *responsedump = is_proxy?RESPONSE_PROXY_DUMP:RESPONSE_DUMP;
-4.   static char weare[256];
-3.   switch(req->rcmd",Not Useful
/*Do nothing. Sit idle. Pretend it rains.*/,"-10.       written = swrite(sock, STREAMTHIS, count);
-9.       if(got_exit_signal)
-8.         return -1;
-7.       if(written != (ssize_t)count) {
-6.         logmsg(""Stopped streaming"");
-5.         break;
-4.       }
-3.     }
-2.     return -1;
-1.  ",Not Useful
